Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
28,G,4,G4,67,1,97251,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
29,B,4,B4,67,1,68820,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
30,D,4,D4,67,1,117607,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
31,F,4,F4,67,1,157621,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
32,H,4,H4,67,1,119387,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
33,A,5,A5,67,2,351372,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
34,C,5,C5,67,4,412119,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
35,E,5,E5,67,1,25647,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
36,G,5,G5,67,4,458074,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
37,B,5,B5,67,1,182892,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
38,D,5,D5,67,4,452458,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
39,F,5,F5,67,1,115173,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
40,H,5,H5,67,1,43546,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
41,A,6,A6,67,1,36199,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
42,C,6,C6,67,4,405073,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
43,E,6,E6,67,1,64957,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
44,G,6,G6,67,1,292051,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
45,B,6,B6,67,3,453231,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
46,D,6,D6,67,1,316972,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
47,F,6,F6,67,1,84987,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
48,H,6,H6,67,1,112014,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
49,A,7,A7,67,4,350673,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
50,C,7,C7,67,1,38982,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
51,E,7,E7,67,4,364033,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
52,G,7,G7,67,3,452462,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
53,B,7,B7,67,1,370372,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
54,D,7,D7,67,4,,4,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
55,F,7,F7,67,1,,3,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
56,H,7,H7,67,1,,4,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
57,A,8,A8,67,1,,3,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
58,C,8,C8,67,4,,4,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
59,E,8,E8,67,1,,4,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
60,G,8,G8,67,1,,4,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
61,B,8,B8,67,1,,4,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
62,D,8,D8,67,3,,4,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
63,F,8,F8,67,1,,2,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
64,H,8,H8,67,1,,3,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
65,A,9,A9,67,1,,2,Reproducing_Runs-Temp,Ian Pendleton,Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
