Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,67,1,454846,4,escalation_HC.RL_0,Dylan Slack,Baseline-2,
2,C,1,C1,67,1,494612,4,escalation_HC.RL_0,Dylan Slack,Baseline-3,
3,E,1,E1,67,1,505234,4,escalation_HC.RL_0,Dylan Slack,Baseline-4,
4,G,1,G1,67,1,831416,4,escalation_HC.RL_0,Dylan Slack,Baseline-5,
5,B,1,B1,67,1,877826,4,escalation_HC.RL_0,Dylan Slack,Baseline-7,
6,D,1,D1,67,4,427543,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
7,F,1,F1,67,1,289575,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
8,H,1,H1,67,1,341172,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
9,A,2,A2,67,4,352077,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
10,C,2,C2,67,1,290979,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
11,E,2,E2,67,1,243267,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
12,G,2,G2,67,1,330642,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
13,B,2,B2,67,4,407887,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
14,D,2,D2,67,4,463343,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
15,F,2,F2,67,1,206413,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
16,H,2,H2,67,1,107431,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
17,A,3,A3,67,4,411068,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
18,C,3,C3,67,1,332397,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
19,E,3,E3,67,1,301510,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
20,G,3,G3,67,4,433532,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
21,B,3,B3,67,1,185703,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
22,D,3,D3,67,4,463717,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
23,F,3,F3,67,4,437717,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
24,H,3,H3,67,1,18978,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
25,A,4,A4,67,1,322615,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
26,C,4,C4,67,1,152031,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
27,E,4,E4,67,3,326829,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
