Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,95,2,84450,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
2,C,1,C1,95,1,35721,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
3,E,1,E1,95,3,145170,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
4,G,1,G1,95,1,22995,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
5,B,1,B1,95,3,67412,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
6,D,1,D1,95,1,13714,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
7,F,1,F1,95,2,156745,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
8,H,1,H1,95,3,59751,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
9,A,2,A2,95,2,129765,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
10,C,2,C2,95,1,8696,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
11,E,2,E2,95,3,59859,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
12,G,2,G2,95,4,148837,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
13,B,2,B2,95,1,5602,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
14,D,2,D2,95,3,24478,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
15,F,2,F2,95,1,3742,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
16,H,2,H2,95,4,133866,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
17,A,3,A3,95,3,93967,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
18,C,3,C3,95,1,11053,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
19,E,3,E3,95,1,30518,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
20,G,3,G3,95,1,2356,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
21,B,3,B3,95,4,131198,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
22,D,3,D3,95,4,131197,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
23,F,3,F3,95,4,127352,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
24,H,3,H3,95,4,131199,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
25,A,4,A4,95,4,127351,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
26,C,4,C4,95,4,127353,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
27,E,4,E4,95,4,131196,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
28,G,4,G4,95,2,152158,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
29,B,4,B4,95,3,152159,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
30,D,4,D4,95,3,148799,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
31,F,4,F4,95,2,152160,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
32,H,4,H4,95,3,148800,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
33,A,5,A5,95,4,144995,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
34,C,5,C5,95,2,152161,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
35,E,5,E5,95,4,133534,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
36,G,5,G5,95,4,133533,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
37,B,5,B5,95,4,133488,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
38,D,5,D5,95,4,133487,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
39,F,5,F5,95,4,133535,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
40,H,5,H5,95,4,133532,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
41,A,6,A6,95,4,133489,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
42,C,6,C6,95,4,127495,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
43,E,6,E6,95,3,68278,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
44,G,6,G6,95,4,127573,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
45,B,6,B6,95,4,131344,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
46,D,6,D6,95,3,68228,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
47,F,6,F6,95,4,127344,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
48,H,6,H6,95,4,131190,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
49,A,7,A7,95,4,109548,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
50,C,7,C7,95,4,109672,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
51,E,7,E7,95,2,153629,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
52,G,7,G7,95,4,99229,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
53,B,7,B7,95,2,156851,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
54,D,7,D7,95,4,85497,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
55,F,7,F7,95,1,107062,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
56,H,7,H7,95,2,90835,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
57,A,8,A8,95,4,94070,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
58,C,8,C8,95,2,149282,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
59,E,8,E8,95,2,156042,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
60,G,8,G8,95,4,80363,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
61,B,8,B8,95,1,63506,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
62,D,8,D8,95,2,99019,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
63,F,8,F8,95,2,137001,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
64,H,8,H8,95,2,143247,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
65,A,9,A9,95,4,119216,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
66,C,9,C9,95,1,90920,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
67,E,9,E9,95,2,143343,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
68,G,9,G9,95,4,55952,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
69,B,9,B9,95,2,45593,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
70,D,9,D9,95,2,45594,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
71,F,9,F9,95,2,45628,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
