Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
72,H,9,H9,95,2,45629,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
73,A,10,A10,95,2,45592,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
74,C,10,C10,95,2,45627,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
75,E,10,E10,95,2,43167,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
76,G,10,G10,95,1,33874,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
77,B,10,B10,95,1,36126,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
78,D,10,D10,95,1,31678,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
79,F,10,F10,95,1,33875,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
80,H,10,H10,95,1,36127,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
81,A,11,A11,95,1,36152,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
82,C,11,C11,95,1,31679,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
83,E,11,E11,95,4,109540,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
84,G,11,G11,95,4,107019,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
85,B,11,B11,95,4,112049,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
86,D,11,D11,95,4,109541,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
87,F,11,F11,95,4,104446,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
88,H,11,H11,95,4,109584,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
89,A,12,A12,95,4,107020,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
90,C,12,C12,95,1,23520,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
91,E,12,E12,95,1,23562,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
92,G,12,G12,95,1,45632,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
93,B,12,B12,95,1,23563,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
94,D,12,D12,95,2,45633,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
95,F,12,F12,95,2,45630,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
96,H,12,H12,95,1,45631,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
