Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
20,G,3,G3,95,1,89155,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
21,B,3,B3,95,1,136902,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
22,D,3,D3,95,1,204681,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
23,F,3,F3,95,1,205066,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
24,H,3,H3,95,1,173044,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
25,A,4,A4,95,1,261252,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
26,C,4,C4,95,1,128470,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
27,E,4,E4,95,1,153740,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
28,G,4,G4,95,1,330649,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
29,B,4,B4,95,1,167428,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
30,D,4,D4,95,1,164296,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
31,F,4,F4,95,3,454921,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
32,H,4,H4,95,3,454946,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
33,A,5,A5,95,4,454970,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
34,C,5,C5,95,3,454993,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
35,E,5,E5,95,3,455015,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
36,G,5,G5,95,3,455036,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
37,B,5,B5,95,1,268177,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
38,D,5,D5,95,1,268202,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
39,F,5,F5,95,1,268226,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
40,H,5,H5,95,1,268249,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
41,A,6,A6,95,1,268271,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
42,C,6,C6,95,1,268292,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
43,E,6,E6,95,3,465149,1,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
44,G,6,G6,95,3,465215,1,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
45,B,6,B6,95,3,465272,1,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
46,D,6,D6,95,3,465289,1,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
47,F,6,F6,95,4,465380,1,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
48,H,6,H6,95,4,465389,1,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
49,A,7,A7,95,1,178660,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
50,C,7,C7,95,1,415592,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
51,E,7,E7,95,1,210613,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
52,G,7,G7,95,1,339850,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
53,B,7,B7,95,1,239736,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
54,D,7,D7,95,1,227459,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
55,F,7,F7,95,1,161138,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
56,H,7,H7,95,1,48805,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
57,A,8,A8,95,1,406470,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
58,C,8,C8,95,1,406136,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
59,E,8,E8,95,1,61226,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
60,G,8,G8,95,1,85689,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
61,B,8,B8,95,1,418448,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
62,D,8,D8,95,1,299783,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
63,F,8,F8,95,1,334507,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
64,H,8,H8,95,1,71254,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
65,A,9,A9,95,1,326439,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
66,C,9,C9,95,1,48091,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
67,E,9,E9,95,1,135843,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
68,G,9,G9,95,1,427176,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
69,B,9,B9,95,1,306427,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
70,D,9,D9,95,1,128923,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
71,F,9,F9,95,1,153041,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
72,H,9,H9,95,1,202907,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
73,A,10,A10,95,1,43528,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
74,C,10,C10,95,1,184993,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
75,E,10,E10,95,1,26338,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
76,G,10,G10,95,1,341201,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
77,B,10,B10,95,3,442412,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
78,D,10,D10,95,1,285368,null,escalation_BOGPall_1.0,Alex Cristofaro,gaussian process classifier	alex cristofaro	all_amides;kfold=5;mean_auc=0.93;auc_std=0.01;kernel=matern32;eucdist_threshold=0.05;normalization=sklearn.preprocessing.scaled	,
79,F,10,F10,95,1,186054,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
80,H,10,H10,95,1,186079,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
81,A,11,A11,95,1,186103,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
82,C,11,C11,95,1,186126,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
83,E,11,E11,95,1,186148,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
84,G,11,G11,95,1,186169,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
85,B,11,B11,95,1,462982,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
86,D,11,D11,95,1,463007,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
87,F,11,F11,95,3,463031,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
88,H,11,H11,95,1,463054,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
89,A,12,A12,95,3,463076,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
90,C,12,C12,95,1,463097,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
91,E,12,E12,95,1,6683,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
92,G,12,G12,95,1,6708,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
93,B,12,B12,95,1,6732,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
94,D,12,D12,95,1,6837,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
95,F,12,F12,95,1,6917,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
96,H,12,H12,95,1,6930,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
