Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
53,B,7,B7,95,null,,,,,,
54,D,7,D7,95,null,,,,,,
55,F,7,F7,95,null,,,,,,
56,H,7,H7,95,null,,,,,,
57,A,8,A8,95,null,,,,,,
58,C,8,C8,95,null,,,,,,
59,E,8,E8,95,null,,,,,,
60,G,8,G8,95,null,,,,,,
61,B,8,B8,95,null,,,,,,
62,D,8,D8,95,null,,,,,,
63,F,8,F8,95,null,,,,,,
64,H,8,H8,95,null,,,,,,
65,A,9,A9,95,null,,,,,,
66,C,9,C9,95,null,,,,,,
67,E,9,E9,95,null,,,,,,
68,G,9,G9,95,null,,,,,,
69,B,9,B9,95,null,,,,,,
70,D,9,D9,95,null,,,,,,
71,F,9,F9,95,null,,,,,,
72,H,9,H9,95,null,,,,,,
73,A,10,A10,95,null,,,,,,
74,C,10,C10,95,null,,,,,,
75,E,10,E10,95,null,,,,,,
76,G,10,G10,95,null,,,,,,
77,B,10,B10,95,null,,,,,,
78,D,10,D10,95,null,,,,,,
79,F,10,F10,95,null,,,,,,
80,H,10,H10,95,null,,,,,,
81,A,11,A11,95,null,,,,,,
82,C,11,C11,95,null,,,,,,
83,E,11,E11,95,null,,,,,,
84,G,11,G11,95,null,,,,,,
85,B,11,B11,95,null,,,,,,
86,D,11,D11,95,null,,,,,,
87,F,11,F11,95,null,,,,,,
88,H,11,H11,95,null,,,,,,
89,A,12,A12,95,null,,,,,,
90,C,12,C12,95,null,,,,,,
91,E,12,E12,95,null,,,,,,
92,G,12,G12,95,null,,,,,,
93,B,12,B12,95,null,,,,,,
94,D,12,D12,95,null,,,,,,
95,F,12,F12,95,null,,,,,,
96,H,12,H12,95,null,,,,,,
