Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,95,3,34,27630,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
5,B,1,B1,95,3,34,26103,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
2,C,1,C1,95,3,34,29242,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
6,D,1,D1,95,3,34,27605,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
3,E,1,E1,95,3,34,27656,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
7,F,1,F1,95,3,34,30887,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
4,G,1,G1,95,3,34,29215,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
8,H,1,H1,95,3,34,26128,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
9,A,2,A2,95,3,34,152158,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
13,B,2,B2,95,3,34,148800,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
10,C,2,C2,95,3,34,152159,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
14,D,2,D2,95,3,34,144995,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
11,E,2,E2,95,3,34,148799,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
15,F,2,F2,95,3,34,152161,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
12,G,2,G2,95,3,34,152160,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
16,H,2,H2,95,3,34,148801,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
17,A,3,A3,95,4,34,29694,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
21,B,3,B3,95,4,34,29698,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
18,C,3,C3,95,3,34,29695,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
22,D,3,D3,95,3,34,29699,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
19,E,3,E3,95,3,34,29696,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
23,F,3,F3,95,3,34,29700,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
20,G,3,G3,95,4,34,29697,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
