Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
46,D,6,D6,67,1,393833,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
47,F,6,F6,67,1,297303,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
48,H,6,H6,67,3,352800,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
49,A,7,A7,67,1,209602,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
50,C,7,C7,67,1,236588,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
51,E,7,E7,67,1,216271,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
52,G,7,G7,67,1,243959,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
53,B,7,B7,67,1,361936,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
54,D,7,D7,67,3,393836,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
55,F,7,F7,67,1,359830,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
56,H,7,H7,67,2,279761,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
57,A,8,A8,67,1,433491,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
58,C,8,C8,67,2,455612,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
59,E,8,E8,67,2,384049,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
60,G,8,G8,67,2,312404,4,escalation_HC.RL_1,Haverford RL,HaverfordRl	HaverfordRL-Reset-StartingLocation-ALLMODELS	,
61,B,8,B8,67,3,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
62,D,8,D8,67,1,,3,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
63,F,8,F8,67,1,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
64,H,8,H8,67,1,,3,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
65,A,9,A9,67,2,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
66,C,9,C9,67,1,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
67,E,9,E9,67,1,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
68,G,9,G9,67,1,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
69,B,9,B9,67,2,,4,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
70,D,9,D9,67,1,,2,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
71,F,9,F9,67,1,,3,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
72,H,9,H9,67,1,,2,escalate_ReproducabilityTesting_0,Ian Pendleton,Reproducing_Runs-Temp	Ian Pendleton	Reproducing Runs 1-24 from 2018-08-21T00_41_41.669916+00_00_LBL,
