Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
27,E,4,E4,95,4,131197,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
31,F,4,F4,95,4,131172,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
28,G,4,G4,95,4,127351,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
32,H,4,H4,95,4,131195,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
33,A,5,A5,95,2,67258,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
37,B,5,B5,95,3,104292,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
34,C,5,C5,95,3,152450,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
38,D,5,D5,95,3,148830,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
35,E,5,E5,95,2,27345,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
39,F,5,F5,95,3,57423,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
36,G,5,G5,95,1,11875,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
40,H,5,H5,95,2,155366,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
41,A,6,A6,95,2,12808,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
45,B,6,B6,95,3,10257,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
42,C,6,C6,95,3,72885,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
46,D,6,D6,95,1,3753,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
43,E,6,E6,95,3,37719,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
47,F,6,F6,95,3,46087,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
44,G,6,G6,95,3,115319,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
48,H,6,H6,95,1,38,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
49,A,7,A7,95,3,29051,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
53,B,7,B7,95,3,31002,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
50,C,7,C7,95,3,29052,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
54,D,7,D7,95,3,31003,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
51,E,7,E7,95,3,29053,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
55,F,7,F7,95,3,31004,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
52,G,7,G7,95,3,29054,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
56,H,7,H7,95,3,31005,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
57,A,8,A8,95,3,80935,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
61,B,8,B8,95,3,85724,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
58,C,8,C8,95,3,83333,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
62,D,8,D8,95,3,80936,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
59,E,8,E8,95,3,78533,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
63,F,8,F8,95,3,83335,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
60,G,8,G8,95,3,83334,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
64,H,8,H8,95,3,85725,4,testharness_LogisticRegression_1.0,Hamed Eramian,Logistic: class_weight='balanced'	Hamed	0.813665,
65,A,9,A9,95,3,29047,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
69,B,9,B9,95,3,32988,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
66,C,9,C9,95,3,35032,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
70,D,9,D9,95,3,32989,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
67,E,9,E9,95,3,35031,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
71,F,9,F9,95,3,29069,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
68,G,9,G9,95,3,32990,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
72,H,9,H9,95,3,29070,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
73,A,10,A10,95,3,21743,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
77,B,10,B10,95,3,25296,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
74,C,10,C10,95,3,23493,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
78,D,10,D10,95,3,25295,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
75,E,10,E10,95,3,20047,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
79,F,10,F10,95,3,21744,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
76,G,10,G10,95,3,23494,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
80,H,10,H10,95,3,25303,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
81,A,11,A11,95,1,111262,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
85,B,11,B11,95,2,78727,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
82,C,11,C11,95,1,93004,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
86,D,11,D11,95,2,137920,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
83,E,11,E11,95,3,90485,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
87,F,11,F11,95,1,71662,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
84,G,11,G11,95,2,138974,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
88,H,11,H11,95,2,136992,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
89,A,12,A12,95,2,138737,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
93,B,12,B12,95,2,138449,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
90,C,12,C12,95,3,57102,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
94,D,12,D12,95,1,95434,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
91,E,12,E12,95,1,55121,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
95,F,12,F12,95,3,43500,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
92,G,12,G12,95,3,78562,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
96,H,12,H12,95,3,101545,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
