Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
15,F,2,F2,95,1,353163,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
16,H,2,H2,95,1,353186,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
17,A,3,A3,95,1,353208,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
18,C,3,C3,95,1,353229,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
19,E,3,E3,95,1,353249,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
20,G,3,G3,95,1,353268,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
21,B,3,B3,95,1,353286,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
22,D,3,D3,95,1,353115,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
23,F,3,F3,95,1,353140,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
24,H,3,H3,95,1,353164,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
25,A,4,A4,95,1,340838,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
26,C,4,C4,95,1,340863,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
27,E,4,E4,95,1,340887,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
28,G,4,G4,95,1,340910,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
29,B,4,B4,95,1,340932,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
30,D,4,D4,95,1,340953,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
31,F,4,F4,95,1,340973,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
32,H,4,H4,95,1,340992,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
33,A,5,A5,95,1,341010,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
34,C,5,C5,95,1,341027,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
35,E,5,E5,95,1,341043,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
36,G,5,G5,95,1,341058,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
37,B,5,B5,95,4,359794,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
38,D,5,D5,95,4,359819,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
39,F,5,F5,95,4,359843,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
40,H,5,H5,95,4,359866,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
41,A,6,A6,95,4,359888,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
42,C,6,C6,95,4,359909,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
43,E,6,E6,95,4,359929,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
44,G,6,G6,95,4,359948,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
45,B,6,B6,95,4,359966,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
46,D,6,D6,95,4,359983,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
47,F,6,F6,95,4,359999,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
48,H,6,H6,95,4,360014,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
49,A,7,A7,95,1,68797,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
50,C,7,C7,95,1,52305,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
51,E,7,E7,95,1,34797,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
52,G,7,G7,95,1,17558,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
53,B,7,B7,95,1,34777,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
54,D,7,D7,95,1,34762,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
55,F,7,F7,95,1,34398,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
56,H,7,H7,95,1,34768,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
57,A,8,A8,95,1,16507,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
58,C,8,C8,95,4,145690,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
59,E,8,E8,95,1,34414,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
60,G,8,G8,95,1,132707,null,escalation_BOGPamine_1.5,Alex Cristofaro,AcNH3I 95C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
61,B,8,B8,95,1,325730,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
62,D,8,D8,95,1,325755,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
63,F,8,F8,95,1,325779,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
64,H,8,H8,95,1,324677,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
65,A,9,A9,95,1,324702,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
66,C,9,C9,95,1,324726,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
67,E,9,E9,95,1,323975,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
68,G,9,G9,95,1,324000,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
69,B,9,B9,95,1,324024,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
70,D,9,D9,95,4,324326,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
71,F,9,F9,95,1,324351,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
72,H,9,H9,95,1,324375,4,testharness_gradientboostedtree_1.0,Scott Novotney,Scott Novotney	gradient boosted tree with n_trees=10 max_depth=5;,
73,A,10,A10,95,4,322585,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
74,C,10,C10,95,4,322610,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
75,E,10,E10,95,4,322634,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
76,G,10,G10,95,4,322657,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
77,B,10,B10,95,4,322679,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
78,D,10,D10,95,4,322700,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
79,F,10,F10,95,4,322720,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
80,H,10,H10,95,4,322739,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
81,A,11,A11,95,4,322757,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
82,C,11,C11,95,4,322774,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
83,E,11,E11,95,4,322790,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
84,G,11,G11,95,4,322805,4,testharness_SVMRadialBasis_1.0,Zhi Li,svm with radial basis function,
85,B,11,B11,95,4,257998,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
86,D,11,D11,95,4,258023,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
87,F,11,F11,95,4,258047,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
88,H,11,H11,95,4,258070,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
89,A,12,A12,95,4,258092,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
90,C,12,C12,95,4,258113,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
91,E,12,E12,95,4,258133,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
92,G,12,G12,95,4,258152,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
93,B,12,B12,95,4,258170,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
94,D,12,D12,95,4,258187,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
95,F,12,F12,95,4,258203,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
96,H,12,H12,95,4,258218,4,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
